#TYPE System.Management.Automation.PSCustomObject
"firstname","middleInitial","lastname","username","email","streetaddress","city","zipcode","state","country","department","password","telephone","jobtitle","company","ou"
"chrisopher","a","laza","claza","claza@chs.com","123 Rainbow Dr.","Dunwoody","30035","GA","USA","Sales","Sully_Dully243","1111111353","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisotpher","a","lazaga","clazaga","clazaga@chs.com","124 Drainbow Rd.","Atlanta","30035","NC","USA","IT","Sully_Dully244","1111111354","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisoula","a","lazalde","clazalde","clazalde@chs.com","124 Drainbow Rd.","Dunwoody","30030","NC","USA","IT","Sully_Dully245","1111111355","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrispen","a","lazano","clazano","clazano@chs.com","124 Drainbow Rd.","Decatur","30030","GA","USA","Marketing","Sully_Dully246","1111111356","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrispher","a","lazar","clazar","clazar@chs.com","124 Drainbow Rd.","Decatur","30034","GA","USA","IT","Sully_Dully247","1111111357","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrispin","a","lazarczyk","clazarczyk","clazarczyk@chs.com","124 Drainbow Rd.","Atlanta","30034","AL","USA","IT","Sully_Dully248","1111111358","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chriss","a","lazard","clazard","clazard@chs.com","123 Rainbow Dr.","Atlanta","30030","AL","USA","Marketing","Sully_Dully249","1111111359","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrissa","a","lazare","clazare","clazare@chs.com","124 Drainbow Rd.","Dunwoody","30030","GA","USA","Sales","Sully_Dully250","1111111360","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrissandra","a","lazares","clazares","clazares@chs.com","124 Drainbow Rd.","Decatur","30034","GA","USA","IT","Sully_Dully251","1111111361","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisse","a","lazarine","clazarine","clazarine@chs.com","60 Greengrow Blvd.","Decatur","30034","NC","USA","Sales","Sully_Dully252","1111111362","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrissean","a","lazarini","clazarini","clazarini@chs.com","123 Rainbow Dr.","Atlanta","30030","AL","USA","Marketing","Sully_Dully253","1111111363","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrissette","a","lazaro","clazaro","clazaro@chs.com","123 Rainbow Dr.","Decatur","30034","AL","USA","Sales","Sully_Dully254","1111111364","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrissey","a","lazaroff","clazaroff","clazaroff@chs.com","124 Drainbow Rd.","Dunwoody","30030","GA","USA","Sales","Sully_Dully255","1111111365","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisshanno","a","lazarre","clazarre","clazarre@chs.com","123 Rainbow Dr.","Atlanta","30030","NC","USA","IT","Sully_Dully256","1111111366","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisshawn","a","lazarro","clazarro","clazarro@chs.com","124 Drainbow Rd.","Decatur","30035","AL","USA","IT","Sully_Dully257","1111111367","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrissi","a","lazarski","clazarski","clazarski@chs.com","123 Rainbow Dr.","Decatur","30030","NC","USA","Marketing","Sully_Dully258","1111111368","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrissiana","a","lazarte","clazarte","clazarte@chs.com","123 Rainbow Dr.","Atlanta","30034","AL","USA","Marketing","Sully_Dully259","1111111369","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrissie","a","lazarus","clazarus","clazarus@chs.com","60 Greengrow Blvd.","Decatur","30034","AL","USA","IT","Sully_Dully260","1111111370","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrissoula","a","lazarz","clazarz","clazarz@chs.com","123 Rainbow Dr.","Atlanta","30034","NC","USA","Sales","Sully_Dully261","1111111371","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrissy","a","lazcano","clazcano","clazcano@chs.com","123 Rainbow Dr.","Atlanta","30030","GA","USA","IT","Sully_Dully262","1111111372","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christa","a","lazenberry","clazenberry","clazenberry@chs.com","60 Greengrow Blvd.","Dunwoody","30035","AL","USA","Sales","Sully_Dully263","1111111373","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christabel","a","lazenby","clazenby","clazenby@chs.com","123 Rainbow Dr.","Decatur","30030","AL","USA","Sales","Sully_Dully264","1111111374","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christabell","a","lazenson","clazenson","clazenson@chs.com","123 Rainbow Dr.","Dunwoody","30030","NC","USA","Marketing","Sully_Dully265","1111111375","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christabella","a","lazer","clazer","clazer@chs.com","60 Greengrow Blvd.","Atlanta","30035","NC","USA","IT","Sully_Dully266","1111111376","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christabelle","a","lazewski","clazewski","clazewski@chs.com","60 Greengrow Blvd.","Dunwoody","30034","AL","USA","IT","Sully_Dully267","1111111377","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christafer","a","lazich","clazich","clazich@chs.com","123 Rainbow Dr.","Dunwoody","30034","NC","USA","IT","Sully_Dully268","1111111378","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christain","a","lazier","clazier","clazier@chs.com","124 Drainbow Rd.","Atlanta","30034","NC","USA","Sales","Sully_Dully269","1111111379","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christakis","a","lazio","clazio","clazio@chs.com","124 Drainbow Rd.","Decatur","30034","AL","USA","Sales","Sully_Dully270","1111111380","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christal","a","lazo","clazo","clazo@chs.com","123 Rainbow Dr.","Decatur","30034","GA","USA","Sales","Sully_Dully271","1111111381","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christale","a","lazo-gonzalez","clazo-gonzalez","clazo-gonzalez@chs.com","124 Drainbow Rd.","Atlanta","30034","AL","USA","Marketing","Sully_Dully272","1111111382","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christalla","a","lazo-naranjo","clazo-naranjo","clazo-naranjo@chs.com","60 Greengrow Blvd.","Dunwoody","30035","NC","USA","Sales","Sully_Dully273","1111111383","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christalle","a","lazor","clazor","clazor@chs.com","123 Rainbow Dr.","Dunwoody","30030","AL","USA","IT","Sully_Dully274","1111111384","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christalyn","a","lazos","clazos","clazos@chs.com","124 Drainbow Rd.","Dunwoody","30030","AL","USA","Sales","Sully_Dully275","1111111385","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christalynn","a","lazott","clazott","clazott@chs.com","123 Rainbow Dr.","Atlanta","30034","NC","USA","Sales","Sully_Dully276","1111111386","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christamaria","a","lazurek","clazurek","clazurek@chs.com","124 Drainbow Rd.","Dunwoody","30034","NC","USA","Sales","Sully_Dully277","1111111387","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christan","a","lazusky","clazusky","clazusky@chs.com","123 Rainbow Dr.","Atlanta","30030","GA","USA","Sales","Sully_Dully278","1111111388","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christana","a","lazzar","clazzar","clazzar@chs.com","124 Drainbow Rd.","Decatur","30034","AL","USA","IT","Sully_Dully279","1111111389","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christann","a","lazzara","clazzara","clazzara@chs.com","123 Rainbow Dr.","Atlanta","30035","AL","USA","IT","Sully_Dully280","1111111390","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christanna","a","lazzari","clazzari","clazzari@chs.com","123 Rainbow Dr.","Dunwoody","30034","AL","USA","Marketing","Sully_Dully281","1111111391","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christany","a","lazzaro","clazzaro","clazzaro@chs.com","123 Rainbow Dr.","Decatur","30034","AL","USA","Sales","Sully_Dully282","1111111392","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christapher","a","lazzell","clazzell","clazzell@chs.com","124 Drainbow Rd.","Dunwoody","30030","AL","USA","IT","Sully_Dully283","1111111393","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christaphor","a","lazzeri","clazzeri","clazzeri@chs.com","60 Greengrow Blvd.","Dunwoody","30035","AL","USA","IT","Sully_Dully284","1111111394","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christasha","a","lea","clea","clea@chs.com","60 Greengrow Blvd.","Atlanta","30035","NC","USA","IT","Sully_Dully285","1111111395","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christasia","a","leab","cleab","cleab@chs.com","123 Rainbow Dr.","Dunwoody","30030","AL","USA","IT","Sully_Dully286","1111111396","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christe","a","leabow","cleabow","cleabow@chs.com","123 Rainbow Dr.","Decatur","30030","GA","USA","IT","Sully_Dully287","1111111397","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christean","a","leach","cleach","cleach@chs.com","124 Drainbow Rd.","Decatur","30030","NC","USA","IT","Sully_Dully288","1111111398","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christeanna","a","leachiii","cleachiii","cleachiii@chs.com","123 Rainbow Dr.","Dunwoody","30035","GA","USA","Marketing","Sully_Dully289","1111111399","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christee","a","leachman","cleachman","cleachman@chs.com","60 Greengrow Blvd.","Dunwoody","30034","GA","USA","Marketing","Sully_Dully290","1111111400","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christeen","a","leacock","cleacock","cleacock@chs.com","60 Greengrow Blvd.","Decatur","30035","GA","USA","Marketing","Sully_Dully291","1111111401","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christeena","a","leadbeater","cleadbeater","cleadbeater@chs.com","124 Drainbow Rd.","Atlanta","30035","NC","USA","Sales","Sully_Dully292","1111111402","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christel","a","leadbetter","cleadbetter","cleadbetter@chs.com","124 Drainbow Rd.","Decatur","30035","NC","USA","Marketing","Sully_Dully293","1111111403","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christela","a","leadford","cleadford","cleadford@chs.com","124 Drainbow Rd.","Atlanta","30030","NC","USA","Sales","Sully_Dully294","1111111404","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christell","a","leadingham","cleadingham","cleadingham@chs.com","60 Greengrow Blvd.","Decatur","30035","GA","USA","Sales","Sully_Dully295","1111111405","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christella","a","leadley","cleadley","cleadley@chs.com","60 Greengrow Blvd.","Decatur","30035","AL","USA","Sales","Sully_Dully296","1111111406","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christelle","a","leadman","cleadman","cleadman@chs.com","124 Drainbow Rd.","Atlanta","30035","GA","USA","Marketing","Sully_Dully297","1111111407","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christen","a","leady","cleady","cleady@chs.com","123 Rainbow Dr.","Atlanta","30030","NC","USA","Sales","Sully_Dully298","1111111408","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christena","a","leafe","cleafe","cleafe@chs.com","123 Rainbow Dr.","Dunwoody","30035","NC","USA","Sales","Sully_Dully299","1111111409","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christene","a","leagjeld","cleagjeld","cleagjeld@chs.com","60 Greengrow Blvd.","Atlanta","30030","NC","USA","Sales","Sully_Dully300","1111111410","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christenia","a","leah","cleah","cleah@chs.com","60 Greengrow Blvd.","Decatur","30030","AL","USA","Sales","Sully_Dully301","1111111411","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christensen","a","leahey","cleahey","cleahey@chs.com","123 Rainbow Dr.","Decatur","30035","GA","USA","Sales","Sully_Dully302","1111111412","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christenson","a","leahman","cleahman","cleahman@chs.com","123 Rainbow Dr.","Dunwoody","30030","AL","USA","Sales","Sully_Dully303","1111111413","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christepher","a","leahy","cleahy","cleahy@chs.com","124 Drainbow Rd.","Atlanta","30035","AL","USA","IT","Sully_Dully304","1111111414","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christer","a","leaird","cleaird","cleaird@chs.com","60 Greengrow Blvd.","Decatur","30030","GA","USA","Marketing","Sully_Dully305","1111111415","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christerfer","a","leak","cleak","cleak@chs.com","123 Rainbow Dr.","Atlanta","30030","AL","USA","IT","Sully_Dully306","1111111416","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christerpher","a","leake","cleake","cleake@chs.com","123 Rainbow Dr.","Decatur","30034","NC","USA","Marketing","Sully_Dully307","1111111417","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christerphor","a","leakes","cleakes","cleakes@chs.com","123 Rainbow Dr.","Decatur","30034","NC","USA","IT","Sully_Dully308","1111111418","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christey","a","leaks","cleaks","cleaks@chs.com","123 Rainbow Dr.","Atlanta","30030","GA","USA","IT","Sully_Dully309","1111111419","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christfried","a","leal","cleal","cleal@chs.com","123 Rainbow Dr.","Dunwoody","30030","NC","USA","Marketing","Sully_Dully310","1111111420","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christfriede","a","leaman","cleaman","cleaman@chs.com","123 Rainbow Dr.","Dunwoody","30035","AL","USA","Marketing","Sully_Dully311","1111111421","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christhard","a","leamer","cleamer","cleamer@chs.com","124 Drainbow Rd.","Atlanta","30035","GA","USA","Marketing","Sully_Dully312","1111111422","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christhardt","a","leaming","cleaming","cleaming@chs.com","60 Greengrow Blvd.","Decatur","30035","GA","USA","Marketing","Sully_Dully313","1111111423","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christhart","a","leamon","cleamon","cleamon@chs.com","60 Greengrow Blvd.","Atlanta","30034","AL","USA","IT","Sully_Dully314","1111111424","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christhelm","a","leamy","cleamy","cleamy@chs.com","60 Greengrow Blvd.","Decatur","30034","AL","USA","Marketing","Sully_Dully315","1111111425","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christhian","a","leanard","cleanard","cleanard@chs.com","123 Rainbow Dr.","Atlanta","30030","NC","USA","Marketing","Sully_Dully316","1111111426","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christhild","a","leander","cleander","cleander@chs.com","124 Drainbow Rd.","Atlanta","30030","GA","USA","Sales","Sully_Dully317","1111111427","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christhilde","a","leandre","cleandre","cleandre@chs.com","124 Drainbow Rd.","Dunwoody","30030","GA","USA","Marketing","Sully_Dully318","1111111428","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christhoper","a","leandro","cleandro","cleandro@chs.com","60 Greengrow Blvd.","Decatur","30035","GA","USA","IT","Sully_Dully319","1111111429","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christhopher","a","leandry","cleandry","cleandry@chs.com","123 Rainbow Dr.","Decatur","30034","NC","USA","Sales","Sully_Dully320","1111111430","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christi","a","leanen","cleanen","cleanen@chs.com","123 Rainbow Dr.","Atlanta","30030","AL","USA","Marketing","Sully_Dully321","1111111431","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christia","a","leano","cleano","cleano@chs.com","124 Drainbow Rd.","Dunwoody","30030","GA","USA","IT","Sully_Dully322","1111111432","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christiaan","a","leanos","cleanos","cleanos@chs.com","124 Drainbow Rd.","Atlanta","30034","GA","USA","Marketing","Sully_Dully323","1111111433","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christiam","a","leanza","cleanza","cleanza@chs.com","123 Rainbow Dr.","Atlanta","30035","AL","USA","Marketing","Sully_Dully324","1111111434","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christian","a","leap","cleap","cleap@chs.com","60 Greengrow Blvd.","Atlanta","30030","GA","USA","Sales","Sully_Dully325","1111111435","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christian-alexander","a","leaper","cleaper","cleaper@chs.com","124 Drainbow Rd.","Dunwoody","30035","GA","USA","Sales","Sully_Dully326","1111111436","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christiana","a","leaphart","cleaphart","cleaphart@chs.com","124 Drainbow Rd.","Decatur","30030","GA","USA","Sales","Sully_Dully327","1111111437","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianah","a","leapheart","cleapheart","cleapheart@chs.com","60 Greengrow Blvd.","Atlanta","30035","NC","USA","Sales","Sully_Dully328","1111111438","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianalexan","a","lear","clear","clear@chs.com","60 Greengrow Blvd.","Dunwoody","30030","GA","USA","Marketing","Sully_Dully329","1111111439","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christiananthon","a","leard","cleard","cleard@chs.com","124 Drainbow Rd.","Decatur","30030","NC","USA","Sales","Sully_Dully330","1111111440","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christiandaniel","a","leardi","cleardi","cleardi@chs.com","60 Greengrow Blvd.","Decatur","30034","NC","USA","IT","Sully_Dully331","1111111441","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christiane","a","learman","clearman","clearman@chs.com","124 Drainbow Rd.","Decatur","30034","NC","USA","Sales","Sully_Dully332","1111111442","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianjacob","a","leary","cleary","cleary@chs.com","123 Rainbow Dr.","Atlanta","30030","NC","USA","IT","Sully_Dully333","1111111443","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianjames","a","leas","cleas","cleas@chs.com","60 Greengrow Blvd.","Decatur","30035","NC","USA","Marketing","Sully_Dully334","1111111444","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianjay","a","leaser","cleaser","cleaser@chs.com","124 Drainbow Rd.","Decatur","30034","GA","USA","Sales","Sully_Dully335","1111111445","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianjohn","a","leash","cleash","cleash@chs.com","123 Rainbow Dr.","Atlanta","30034","NC","USA","Marketing","Sully_Dully336","1111111446","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianjoseph","a","leasher","cleasher","cleasher@chs.com","123 Rainbow Dr.","Atlanta","30034","GA","USA","Marketing","Sully_Dully337","1111111447","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianjoshua","a","leask","cleask","cleask@chs.com","124 Drainbow Rd.","Dunwoody","30034","NC","USA","IT","Sully_Dully338","1111111448","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianmichae","a","leason","cleason","cleason@chs.com","124 Drainbow Rd.","Decatur","30035","AL","USA","Marketing","Sully_Dully339","1111111449","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christiann","a","leasor","cleasor","cleasor@chs.com","124 Drainbow Rd.","Atlanta","30034","GA","USA","IT","Sully_Dully340","1111111450","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianna","a","leasure","cleasure","cleasure@chs.com","60 Greengrow Blvd.","Dunwoody","30035","AL","USA","Marketing","Sully_Dully341","1111111451","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianne","a","leasy","cleasy","cleasy@chs.com","124 Drainbow Rd.","Dunwoody","30030","GA","USA","Sales","Sully_Dully342","1111111452","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christiano","a","leath","cleath","cleath@chs.com","123 Rainbow Dr.","Atlanta","30035","AL","USA","Sales","Sully_Dully343","1111111453","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianpaul","a","leatham","cleatham","cleatham@chs.com","123 Rainbow Dr.","Atlanta","30030","GA","USA","IT","Sully_Dully344","1111111454","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christiansen","a","leatherberry","cleatherberry","cleatherberry@chs.com","60 Greengrow Blvd.","Atlanta","30030","AL","USA","Marketing","Sully_Dully345","1111111455","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianson","a","leatherman","cleatherman","cleatherman@chs.com","124 Drainbow Rd.","Dunwoody","30030","GA","USA","Marketing","Sully_Dully346","1111111456","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christianus","a","leathers","cleathers","cleathers@chs.com","60 Greengrow Blvd.","Dunwoody","30030","NC","USA","IT","Sully_Dully347","1111111457","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christie","a","leatherwood","cleatherwood","cleatherwood@chs.com","123 Rainbow Dr.","Decatur","30034","GA","USA","Marketing","Sully_Dully348","1111111458","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christieann","a","leaton","cleaton","cleaton@chs.com","60 Greengrow Blvd.","Atlanta","30030","NC","USA","Marketing","Sully_Dully349","1111111459","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christielee","a","leaty","cleaty","cleaty@chs.com","123 Rainbow Dr.","Atlanta","30034","NC","USA","Marketing","Sully_Dully350","1111111460","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christien","a","leavell","cleavell","cleavell@chs.com","124 Drainbow Rd.","Atlanta","30034","AL","USA","Marketing","Sully_Dully351","1111111461","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christiene","a","leavelle","cleavelle","cleavelle@chs.com","60 Greengrow Blvd.","Decatur","30034","GA","USA","Marketing","Sully_Dully352","1111111462","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christienne","a","leaven","cleaven","cleaven@chs.com","123 Rainbow Dr.","Dunwoody","30035","NC","USA","Marketing","Sully_Dully353","1111111463","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christifer","a","leavengood","cleavengood","cleavengood@chs.com","123 Rainbow Dr.","Atlanta","30035","NC","USA","Sales","Sully_Dully354","1111111464","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christijan","a","leavens","cleavens","cleavens@chs.com","124 Drainbow Rd.","Dunwoody","30035","GA","USA","Marketing","Sully_Dully355","1111111465","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christin","a","leavenworth","cleavenworth","cleavenworth@chs.com","60 Greengrow Blvd.","Dunwoody","30030","GA","USA","Marketing","Sully_Dully356","1111111466","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christina","a","leaver","cleaver","cleaver@chs.com","60 Greengrow Blvd.","Decatur","30034","GA","USA","Sales","Sully_Dully357","1111111467","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christina-marie","a","leaverton","cleaverton","cleaverton@chs.com","124 Drainbow Rd.","Dunwoody","30034","AL","USA","IT","Sully_Dully358","1111111468","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christina-may","a","leavigne","cleavigne","cleavigne@chs.com","124 Drainbow Rd.","Atlanta","30034","AL","USA","IT","Sully_Dully359","1111111469","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christinamarie","a","leavins","cleavins","cleavins@chs.com","60 Greengrow Blvd.","Dunwoody","30034","GA","USA","IT","Sully_Dully360","1111111470","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"christine","a","leavitt","cleavitt","cleavitt@chs.com","60 Greengrow Blvd.","Decatur","30030","GA","USA","Marketing","Sully_Dully361","1111111471","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christinea","a","leavy","cleavy","cleavy@chs.com","124 Drainbow Rd.","Dunwoody","30034","GA","USA","Marketing","Sully_Dully362","1111111472","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christineanne","a","leazer","cleazer","cleazer@chs.com","124 Drainbow Rd.","Decatur","30035","AL","USA","Marketing","Sully_Dully363","1111111473","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"christinejoy","a","lebahn","clebahn","clebahn@chs.com","60 Greengrow Blvd.","Decatur","30034","NC","USA","Sales","Sully_Dully364","1111111474","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"christineke","a","leban","cleban","cleban@chs.com","124 Drainbow Rd.","Decatur","30034","NC","USA","IT","Sully_Dully365","1111111475","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
